,MSNDATE,LATITUDE,LONGITUDE,cluster,Date,Tons
10671,801,50.52,13.629999999999999,0,1944-09-12,33.0
7200,747,51.75,11.88,0,1944-07-20,30.0
7219,747,50.35,7.6,0,1944-07-20,18.0
7220,747,50.35,7.6,0,1944-07-20,2.0
7221,747,50.33,8.75,0,1944-07-20,1.0
7222,747,50.33,8.75,0,1944-07-20,59.0
7223,747,50.55,9.67,0,1944-07-20,24.0
7224,747,50.55,9.67,0,1944-07-20,0.0
7225,747,51.02,10.18,0,1944-07-20,27.0
7226,747,47.65,9.5,0,1944-07-20,72.0
7227,747,47.65,9.5,0,1944-07-20,82.0
7228,747,47.65,9.5,0,1944-07-20,0.0
7229,747,47.65,9.5,0,1944-07-20,76.0
7230,747,50.6,8.68,0,1944-07-20,3.0
7231,747,47.88,10.62,0,1944-07-20,3.0
7232,747,51.2,11.269999999999998,0,1944-07-20,30.0
7233,747,51.2,11.269999999999998,0,1944-07-20,28.0
7234,747,50.97,11.03,0,1944-07-20,27.0
7235,747,47.65,9.5,0,1944-07-20,64.0
7218,747,50.95,10.07,0,1944-07-20,30.0
7236,747,47.65,9.5,0,1944-07-20,68.0
7217,747,51.08,11.620000000000001,0,1944-07-20,27.0
7215,747,50.37,8.72,0,1944-07-20,0.0
7198,747,51.75,11.88,0,1944-07-20,30.0
7201,747,51.75,11.88,0,1944-07-20,33.0
7199,747,51.75,11.88,0,1944-07-20,5.0
7202,747,51.75,11.88,0,1944-07-20,22.0
7269,748,50.52,13.629999999999999,0,1944-07-21,52.0
7204,747,50.71999999999999,15.35,0,1944-07-20,0.0
7205,747,47.65,9.5,0,1944-07-20,72.0
7206,747,47.65,9.5,0,1944-07-20,82.0
7207,747,47.65,9.5,0,1944-07-20,0.0
7208,747,47.65,9.5,0,1944-07-20,76.0
7209,747,51.3,11.85,0,1944-07-20,40.0
7210,747,51.3,11.85,0,1944-07-20,33.0
7211,747,51.3,11.85,0,1944-07-20,43.0
7212,747,51.3,11.85,0,1944-07-20,13.0
7213,747,51.3,11.85,0,1944-07-20,3.0
7214,747,50.37,8.72,0,1944-07-20,0.0
7197,747,51.75,11.88,0,1944-07-20,25.0
7113,747,50.97,11.03,0,1944-07-20,27.0
7237,747,47.65,9.5,0,1944-07-20,63.0
7239,747,50.97,11.03,0,1944-07-20,2.0
7261,747,51.2,11.269999999999998,0,1944-07-20,28.0
7262,748,48.37,10.88,0,1944-07-21,3.0
7263,748,48.3,14.3,0,1944-07-21,3.0
7264,748,48.22,13.5,0,1944-07-21,2.0
7265,748,50.52,13.629999999999999,0,1944-07-21,47.0
7266,748,50.52,13.629999999999999,0,1944-07-21,55.0
7267,748,50.52,13.629999999999999,0,1944-07-21,45.0
7268,748,50.52,13.629999999999999,0,1944-07-21,59.0
7203,747,51.75,11.88,0,1944-07-20,0.0
7270,748,50.52,13.629999999999999,0,1944-07-21,64.0
7271,748,50.52,13.629999999999999,0,1944-07-21,56.0
7272,748,50.52,13.629999999999999,0,1944-07-21,0.0
7274,748,50.52,13.629999999999999,0,1944-07-21,86.0
7275,748,50.52,13.629999999999999,0,1944-07-21,0.0
7276,748,50.52,13.629999999999999,0,1944-07-21,41.0
7277,748,50.52,13.629999999999999,0,1944-07-21,56.0
7260,747,51.2,11.269999999999998,0,1944-07-20,30.0
7238,747,47.65,9.5,0,1944-07-20,60.0
7259,747,47.88,10.62,0,1944-07-20,3.0
7257,747,47.65,9.5,0,1944-07-20,60.0
7240,747,50.97,11.03,0,1944-07-20,0.0
7241,747,50.97,11.03,0,1944-07-20,36.0
7242,747,50.97,11.03,0,1944-07-20,36.0
7243,747,50.97,11.03,0,1944-07-20,9.0
7244,747,50.97,11.03,0,1944-07-20,49.0
7245,747,50.97,11.03,0,1944-07-20,27.0
7246,747,50.97,11.03,0,1944-07-20,27.0
7247,747,50.97,11.03,0,1944-07-20,2.0
7248,747,50.97,11.03,0,1944-07-20,0.0
7249,747,50.97,11.03,0,1944-07-20,36.0
7250,747,50.97,11.03,0,1944-07-20,36.0
7251,747,50.97,11.03,0,1944-07-20,9.0
7252,747,50.97,11.03,0,1944-07-20,49.0
7253,747,50.97,11.03,0,1944-07-20,27.0
7254,747,47.65,9.5,0,1944-07-20,64.0
7255,747,47.65,9.5,0,1944-07-20,68.0
7273,748,50.52,13.629999999999999,0,1944-07-21,89.0
7256,747,47.65,9.5,0,1944-07-20,63.0
7196,747,51.75,11.88,0,1944-07-20,25.0
7258,747,50.6,8.68,0,1944-07-20,3.0
7195,747,47.65,9.5,0,1944-07-20,80.0
7194,747,47.65,9.5,0,1944-07-20,57.0
7134,747,50.22,7.6,0,1944-07-20,18.0
7135,747,50.27,10.97,0,1944-07-20,3.0
7136,747,51.37,13.0,0,1944-07-20,0.0
7137,747,50.1,11.469999999999999,0,1944-07-20,3.0
7138,747,51.33,12.38,0,1944-07-20,28.0
7139,747,51.33,12.38,0,1944-07-20,15.0
7140,747,51.33,12.38,0,1944-07-20,0.0
7141,747,51.33,12.38,0,1944-07-20,2.0
7216,747,51.08,11.620000000000001,0,1944-07-20,2.0
7142,747,51.33,12.38,0,1944-07-20,0.0
7144,747,51.33,12.38,0,1944-07-20,30.0
7145,747,51.33,12.38,0,1944-07-20,25.0
7146,747,51.33,12.38,0,1944-07-20,28.0
7147,747,51.33,12.38,0,1944-07-20,0.0
7148,747,51.33,12.38,0,1944-07-20,5.0
7149,747,50.97,10.33,0,1944-07-20,33.0
7150,747,47.65,9.5,0,1944-07-20,72.0
7133,747,47.65,9.5,0,1944-07-20,76.0
7151,747,47.65,9.5,0,1944-07-20,57.0
7132,747,47.65,9.5,0,1944-07-20,0.0
7130,747,47.65,9.5,0,1944-07-20,72.0
7143,747,51.33,12.38,0,1944-07-20,25.0
7433,751,47.85,-0.3300000000000002,0,1944-07-24,67.0
7434,751,48.73,-1.5199999999999998,0,1944-07-24,0.0
7116,747,47.65,9.5,0,1944-07-20,63.0
7183,747,51.33,12.38,0,1944-07-20,0.0
7117,747,47.65,9.5,0,1944-07-20,60.0
7118,747,50.97,11.03,0,1944-07-20,2.0
7119,747,50.97,11.03,0,1944-07-20,0.0
7120,747,50.97,11.03,0,1944-07-20,36.0
7121,747,50.97,11.03,0,1944-07-20,36.0
7122,747,50.97,11.03,0,1944-07-20,9.0
7123,747,50.97,11.03,0,1944-07-20,49.0
7124,747,50.97,11.03,0,1944-07-20,27.0
7125,747,50.71999999999999,15.35,0,1944-07-20,0.0
7126,747,47.65,9.5,0,1944-07-20,72.0
7127,747,47.65,9.5,0,1944-07-20,82.0
7128,747,47.65,9.5,0,1944-07-20,0.0
7129,747,47.65,9.5,0,1944-07-20,76.0
7131,747,47.65,9.5,0,1944-07-20,82.0
7152,747,47.65,9.5,0,1944-07-20,80.0
7153,747,51.75,11.88,0,1944-07-20,25.0
7154,747,51.75,11.88,0,1944-07-20,25.0
7177,747,50.22,7.6,0,1944-07-20,18.0
7178,747,50.27,10.97,0,1944-07-20,3.0
7179,747,51.37,13.0,0,1944-07-20,0.0
7180,747,50.1,11.469999999999999,0,1944-07-20,3.0
7181,747,51.33,12.38,0,1944-07-20,28.0
7184,747,51.33,12.38,0,1944-07-20,2.0
7182,747,51.33,12.38,0,1944-07-20,15.0
7185,747,51.33,12.38,0,1944-07-20,0.0
7167,747,51.33,12.38,0,1944-07-20,0.0
7187,747,51.33,12.38,0,1944-07-20,30.0
7188,747,51.33,12.38,0,1944-07-20,25.0
7189,747,51.33,12.38,0,1944-07-20,28.0
7190,747,51.33,12.38,0,1944-07-20,0.0
7191,747,51.33,12.38,0,1944-07-20,5.0
7192,747,50.97,10.33,0,1944-07-20,33.0
7193,747,47.65,9.5,0,1944-07-20,72.0
7176,747,50.71999999999999,15.35,0,1944-07-20,0.0
7175,747,51.33,12.38,0,1944-07-20,5.0
7174,747,51.33,12.38,0,1944-07-20,0.0
7173,747,51.33,12.38,0,1944-07-20,28.0
7156,747,51.75,11.88,0,1944-07-20,5.0
7115,747,47.65,9.5,0,1944-07-20,68.0
7157,747,51.75,11.88,0,1944-07-20,30.0
7158,747,51.75,11.88,0,1944-07-20,33.0
7159,747,51.75,11.88,0,1944-07-20,22.0
7160,747,51.75,11.88,0,1944-07-20,0.0
7161,747,50.22,7.6,0,1944-07-20,18.0
7162,747,50.27,10.97,0,1944-07-20,3.0
7278,748,48.17,11.580000000000002,0,1944-07-21,1.0
7163,747,51.37,13.0,0,1944-07-20,0.0
7165,747,51.33,12.38,0,1944-07-20,28.0
7166,747,51.33,12.38,0,1944-07-20,15.0
7186,747,51.33,12.38,0,1944-07-20,25.0
7168,747,51.33,12.38,0,1944-07-20,2.0
7169,747,51.33,12.38,0,1944-07-20,0.0
7170,747,51.33,12.38,0,1944-07-20,25.0
7172,747,51.33,12.38,0,1944-07-20,25.0
7164,747,50.1,11.469999999999999,0,1944-07-20,3.0
7112,747,51.2,11.269999999999998,0,1944-07-20,28.0
7279,748,48.17,11.580000000000002,0,1944-07-21,53.0
7281,748,49.68,14.020000000000001,0,1944-07-21,2.0
7388,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7389,751,49.12,-1.0799999999999998,0,1944-07-24,21.0
7390,751,49.12,-1.0799999999999998,0,1944-07-24,21.0
7391,751,49.12,-1.0799999999999998,0,1944-07-24,21.0
7392,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7393,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7394,751,49.12,-1.0799999999999998,0,1944-07-24,10.0
7395,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7396,751,49.12,-1.0799999999999998,0,1944-07-24,24.0
7397,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7398,751,49.12,-1.0799999999999998,0,1944-07-24,22.0
7399,751,49.12,-1.0799999999999998,0,1944-07-24,21.0
7400,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7401,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7402,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7403,751,49.12,-1.0799999999999998,0,1944-07-24,11.0
7404,751,49.12,-1.0799999999999998,0,1944-07-24,0.0
7387,751,49.17,-1.1700000000000002,0,1944-07-24,24.0
7405,751,49.12,-1.0799999999999998,0,1944-07-24,27.0
7171,747,51.33,12.38,0,1944-07-20,30.0
7386,751,48.73,-1.5199999999999998,0,1944-07-24,0.0
7367,750,48.4,-0.6300000000000002,0,1944-07-23,1.0
7384,751,43.17,-0.26999999999999996,0,1944-07-24,68.0
7368,750,48.4,-0.6300000000000002,0,1944-07-23,1.0
7369,750,48.4,-0.6300000000000002,0,1944-07-23,54.0
7370,750,48.73,-0.020000000000000354,0,1944-07-23,2.0
7371,750,48.73,-0.020000000000000354,0,1944-07-23,57.0
7372,750,40.72,19.950000000000003,0,1944-07-23,84.0
7373,750,40.72,19.950000000000003,0,1944-07-23,35.0
7374,750,48.4,-0.6300000000000002,0,1944-07-23,1.0
7375,750,48.4,-0.6300000000000002,0,1944-07-23,1.0
7376,750,48.4,-0.6300000000000002,0,1944-07-23,54.0
7377,750,48.73,-0.020000000000000354,0,1944-07-23,2.0
7114,747,47.65,9.5,0,1944-07-20,64.0
7378,750,48.73,-0.020000000000000354,0,1944-07-23,57.0
7380,751,48.58,-0.47000000000000003,0,1944-07-24,2.0
7381,751,48.58,-0.47000000000000003,0,1944-07-24,35.0
7382,751,48.4,-0.6300000000000002,0,1944-07-24,58.0
7383,751,48.019999999999996,-1.48,0,1944-07-24,72.0
7385,751,47.85,-0.3300000000000002,0,1944-07-24,67.0
7366,750,40.72,19.950000000000003,0,1944-07-23,35.0
7406,751,49.12,-1.0799999999999998,0,1944-07-24,24.0
7408,751,49.12,-1.0799999999999998,0,1944-07-24,25.0
7430,751,48.4,-0.6300000000000002,0,1944-07-24,58.0
7431,751,48.019999999999996,-1.48,0,1944-07-24,72.0
7432,751,43.17,-0.26999999999999996,0,1944-07-24,68.0
7379,751,48.4,-0.6300000000000002,0,1944-07-24,2.0
7155,747,51.75,11.88,0,1944-07-20,30.0
7435,751,49.17,-1.1700000000000002,0,1944-07-24,24.0
6865,745,54.33,10.15,0,1944-07-18,43.0
7418,751,49.12,-1.0799999999999998,0,1944-07-24,0.0
7437,751,49.12,-1.0799999999999998,0,1944-07-24,21.0
7438,751,49.12,-1.0799999999999998,0,1944-07-24,21.0
7439,751,49.12,-1.0799999999999998,0,1944-07-24,21.0
7440,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7441,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7442,751,49.12,-1.0799999999999998,0,1944-07-24,10.0
7443,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7444,751,49.12,-1.0799999999999998,0,1944-07-24,24.0
7445,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7446,751,49.12,-1.0799999999999998,0,1944-07-24,22.0
7429,751,47.9,4.37,0,1944-07-24,22.0
7407,751,49.12,-1.0799999999999998,0,1944-07-24,24.0
7428,751,48.83,-1.58,0,1944-07-24,68.0
7426,751,48.58,-0.47000000000000003,0,1944-07-24,35.0
7409,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7410,751,49.12,-1.0799999999999998,0,1944-07-24,21.0
7411,751,49.12,-1.0799999999999998,0,1944-07-24,21.0
7412,751,49.12,-1.0799999999999998,0,1944-07-24,0.0
7413,751,49.12,-1.0799999999999998,0,1944-07-24,25.0
7414,751,49.12,-1.0799999999999998,0,1944-07-24,25.0
7415,751,49.12,-1.0799999999999998,0,1944-07-24,1.0
7416,751,49.12,-1.0799999999999998,0,1944-07-24,0.0
7419,751,49.12,-1.0799999999999998,0,1944-07-24,0.0
7417,751,49.12,-1.0799999999999998,0,1944-07-24,0.0
7420,751,49.12,-1.0799999999999998,0,1944-07-24,0.0
7318,748,48.13,11.580000000000002,0,1944-07-21,33.0
7422,751,49.1,-1.2000000000000002,0,1944-07-24,0.0
7423,751,49.1,-1.2000000000000002,0,1944-07-24,0.0
7424,751,48.4,-0.6300000000000002,0,1944-07-24,2.0
7425,751,48.58,-0.47000000000000003,0,1944-07-24,2.0
7427,751,49.1,-1.2000000000000002,0,1944-07-24,0.0
7365,750,40.72,19.950000000000003,0,1944-07-23,84.0
7364,749,48.75,-0.5700000000000001,0,1944-07-22,56.0
7363,749,48.75,-0.5700000000000001,0,1944-07-22,56.0
7303,748,49.85,7.87,0,1944-07-21,0.0
7304,748,49.87,8.65,0,1944-07-21,5.0
7305,748,49.98,10.63,0,1944-07-21,30.0
7307,748,49.98,10.63,0,1944-07-21,30.0
7331,748,48.45,12.169999999999998,0,1944-07-21,3.0
7308,748,49.98,10.63,0,1944-07-21,3.0
7309,748,49.98,10.63,0,1944-07-21,28.0
7310,748,49.98,10.63,0,1944-07-21,0.0
7311,748,49.98,10.63,0,1944-07-21,0.0
7312,748,49.98,10.63,0,1944-07-21,0.0
7313,748,53.550000000000004,10.0,0,1944-07-21,3.0
7314,748,48.45,12.169999999999998,0,1944-07-21,3.0
7315,748,48.13,11.580000000000002,0,1944-07-21,3.0
7316,748,48.13,11.580000000000002,0,1944-07-21,53.0
7317,748,48.13,11.580000000000002,0,1944-07-21,33.0
7421,751,49.12,-1.0799999999999998,0,1944-07-24,3.0
7319,748,49.68,14.020000000000001,0,1944-07-21,2.0
7302,748,49.68,14.020000000000001,0,1944-07-21,2.0
7320,748,49.85,7.87,0,1944-07-21,0.0
7299,748,48.22,13.5,0,1944-07-21,2.0
7282,748,49.85,7.87,0,1944-07-21,0.0
7283,748,49.55,8.97,0,1944-07-21,0.0
7284,748,49.87,8.65,0,1944-07-21,5.0
7285,748,49.98,10.63,0,1944-07-21,30.0
7286,748,49.98,10.63,0,1944-07-21,30.0
7287,748,49.98,10.63,0,1944-07-21,30.0
7288,748,49.98,10.63,0,1944-07-21,3.0
7289,748,49.98,10.63,0,1944-07-21,28.0
7290,748,49.98,10.63,0,1944-07-21,0.0
7291,748,49.98,10.63,0,1944-07-21,0.0
7292,748,49.98,10.63,0,1944-07-21,0.0
7293,748,53.550000000000004,10.0,0,1944-07-21,3.0
7294,748,48.45,12.169999999999998,0,1944-07-21,3.0
7295,748,48.37,10.88,0,1944-07-21,3.0
7296,748,48.17,11.580000000000002,0,1944-07-21,1.0
7297,748,48.17,11.580000000000002,0,1944-07-21,53.0
7298,748,48.3,14.3,0,1944-07-21,3.0
7300,748,49.55,8.97,0,1944-07-21,0.0
7321,748,49.87,8.65,0,1944-07-21,5.0
7322,748,49.98,10.63,0,1944-07-21,30.0
7323,748,49.98,10.63,0,1944-07-21,30.0
7346,748,50.52,13.629999999999999,0,1944-07-21,59.0
7347,748,50.52,13.629999999999999,0,1944-07-21,52.0
7301,748,48.7,8.07,0,1944-07-21,8.0
7348,748,50.52,13.629999999999999,0,1944-07-21,64.0
7350,748,50.52,13.629999999999999,0,1944-07-21,0.0
7349,748,50.52,13.629999999999999,0,1944-07-21,56.0
7351,748,50.52,13.629999999999999,0,1944-07-21,89.0
7352,748,50.52,13.629999999999999,0,1944-07-21,86.0
7353,748,50.52,13.629999999999999,0,1944-07-21,0.0
7354,748,50.52,13.629999999999999,0,1944-07-21,41.0
7355,748,50.52,13.629999999999999,0,1944-07-21,56.0
7356,748,50.05,7.13,0,1944-07-21,24.0
7357,748,48.13,11.580000000000002,0,1944-07-21,3.0
7358,748,48.13,11.580000000000002,0,1944-07-21,0.0
7359,748,48.13,11.580000000000002,0,1944-07-21,0.0
7360,749,48.75,-0.5700000000000001,0,1944-07-22,2.0
7306,748,49.98,10.63,0,1944-07-21,30.0
7361,749,48.75,-0.5700000000000001,0,1944-07-22,56.0
7345,748,50.52,13.629999999999999,0,1944-07-21,45.0
7344,748,50.52,13.629999999999999,0,1944-07-21,55.0
7343,748,50.52,13.629999999999999,0,1944-07-21,47.0
7342,748,48.37,10.88,0,1944-07-21,3.0
7324,748,49.98,10.63,0,1944-07-21,30.0
7325,748,49.98,10.63,0,1944-07-21,3.0
7326,748,49.98,10.63,0,1944-07-21,28.0
7327,748,49.98,10.63,0,1944-07-21,0.0
7328,748,49.98,10.63,0,1944-07-21,0.0
7329,748,49.98,10.63,0,1944-07-21,0.0
7330,748,53.550000000000004,10.0,0,1944-07-21,3.0
7362,749,48.75,-0.5700000000000001,0,1944-07-22,2.0
6805,745,54.15,13.769999999999998,0,1944-07-18,45.0
7436,751,49.12,-1.0799999999999998,0,1944-07-24,23.0
7334,748,48.13,11.580000000000002,0,1944-07-21,33.0
6892,746,47.72,10.3,0,1944-07-19,45.0
7335,748,48.13,11.580000000000002,0,1944-07-21,33.0
7336,748,48.3,14.3,0,1944-07-21,3.0
7337,748,48.22,13.5,0,1944-07-21,2.0
7338,748,49.55,8.97,0,1944-07-21,0.0
7339,748,48.7,8.07,0,1944-07-21,8.0
7340,748,48.17,11.580000000000002,0,1944-07-21,1.0
7341,748,48.17,11.580000000000002,0,1944-07-21,53.0
7333,748,48.13,11.580000000000002,0,1944-07-21,53.0
7111,747,51.2,11.269999999999998,0,1944-07-20,30.0
7110,747,47.88,10.62,0,1944-07-20,3.0
7109,747,50.6,8.68,0,1944-07-20,3.0
6880,746,48.37,10.88,0,1944-07-19,5.0
6881,746,48.37,10.88,0,1944-07-19,18.0
6882,746,48.37,10.88,0,1944-07-19,3.0
6883,746,48.37,10.88,0,1944-07-19,30.0
6884,746,48.37,10.88,0,1944-07-19,0.0
6885,746,48.37,10.88,0,1944-07-19,0.0
6886,746,48.37,10.88,0,1944-07-19,23.0
6887,746,48.37,10.88,0,1944-07-19,28.0
6888,746,48.37,10.88,0,1944-07-19,0.0
6889,746,48.37,10.88,0,1944-07-19,25.0
6890,746,48.37,10.88,0,1944-07-19,28.0
6893,746,47.72,10.3,0,1944-07-19,2.0
6891,746,48.37,10.88,0,1944-07-19,5.0
6894,746,47.72,10.3,0,1944-07-19,0.0
6858,745,54.33,10.15,0,1944-07-18,0.0
6896,746,48.13,11.52,0,1944-07-19,72.0
6879,746,48.37,10.88,0,1944-07-19,0.0
6897,746,48.13,11.52,0,1944-07-19,49.0
6878,745,49.08,-0.2499999999999996,0,1944-07-18,86.0
6876,745,49.08,-0.2499999999999996,0,1944-07-18,0.0
6859,745,54.33,10.15,0,1944-07-18,43.0
6860,745,54.33,10.15,0,1944-07-18,40.0
6861,745,54.33,10.15,0,1944-07-18,45.0
6862,745,54.33,10.15,0,1944-07-18,40.0
6863,745,54.33,10.15,0,1944-07-18,43.0
6864,745,54.33,10.15,0,1944-07-18,0.0
6866,745,54.33,10.15,0,1944-07-18,40.0
7332,748,48.13,11.580000000000002,0,1944-07-21,3.0
6867,745,49.08,-0.2499999999999996,0,1944-07-18,65.0
6868,745,49.08,-0.2499999999999996,0,1944-07-18,6.0
6869,745,49.08,-0.2499999999999996,0,1944-07-18,0.0
6870,745,49.08,-0.2499999999999996,0,1944-07-18,0.0
6871,745,49.08,-0.2499999999999996,0,1944-07-18,0.0
6872,745,49.08,-0.2499999999999996,0,1944-07-18,86.0
6873,745,49.08,-0.2499999999999996,0,1944-07-18,65.0
6874,745,49.08,-0.2499999999999996,0,1944-07-18,6.0
6875,745,49.08,-0.2499999999999996,0,1944-07-18,0.0
6877,745,49.08,-0.2499999999999996,0,1944-07-18,0.0
6895,746,48.13,11.52,0,1944-07-19,58.0
6898,746,48.13,11.52,0,1944-07-19,62.0
6900,746,49.87,8.65,0,1944-07-19,2.0
6922,746,48.17,10.87,0,1944-07-19,3.0
6924,746,48.17,10.87,0,1944-07-19,30.0
6925,746,48.17,10.87,0,1944-07-19,33.0
6926,746,48.17,10.87,0,1944-07-19,0.0
6927,746,48.17,10.87,0,1944-07-19,0.0
6928,746,48.17,10.87,0,1944-07-19,5.0
10519,800,50.55,9.67,0,1944-09-11,2.0
6930,746,48.13,11.580000000000002,0,1944-07-19,65.0
6931,746,48.13,11.580000000000002,0,1944-07-19,59.0
6932,746,48.13,11.580000000000002,0,1944-07-19,62.0
6933,746,48.13,11.580000000000002,0,1944-07-19,49.0
6934,746,48.13,11.580000000000002,0,1944-07-19,70.0
6935,746,48.13,11.580000000000002,0,1944-07-19,48.0
6936,746,48.13,11.580000000000002,0,1944-07-19,72.0
6937,746,49.87,8.65,0,1944-07-19,2.0
6938,746,49.87,8.65,0,1944-07-19,0.0
6921,746,48.17,10.87,0,1944-07-19,0.0
6899,746,48.68,8.35,0,1944-07-19,34.0
6920,746,48.17,10.87,0,1944-07-19,30.0
6918,746,48.03000000000001,-1.73,0,1944-07-19,34.0
6901,746,49.87,8.65,0,1944-07-19,0.0
6902,746,48.13,11.580000000000002,0,1944-07-19,23.0
6903,746,48.13,11.580000000000002,0,1944-07-19,33.0
6904,746,48.13,11.580000000000002,0,1944-07-19,30.0
6905,746,48.13,11.580000000000002,0,1944-07-19,23.0
6923,746,48.17,10.87,0,1944-07-19,30.0
6906,746,48.13,11.580000000000002,0,1944-07-19,35.0
6908,746,48.13,11.580000000000002,0,1944-07-19,30.0
6907,746,48.13,11.580000000000002,0,1944-07-19,30.0
6909,746,48.13,11.580000000000002,0,1944-07-19,28.0
6910,746,48.13,11.580000000000002,0,1944-07-19,23.0
6911,746,49.98,10.63,0,1944-07-19,2.0
6912,746,49.98,10.63,0,1944-07-19,38.0
6913,746,49.98,10.63,0,1944-07-19,45.0
6914,746,49.98,10.63,0,1944-07-19,30.0
6915,746,49.98,10.63,0,1944-07-19,15.0
6916,746,48.45,-2.03,0,1944-07-19,30.0
6917,746,47.43,-0.5300000000000002,0,1944-07-19,66.0
6919,746,48.17,11.580000000000002,0,1944-07-19,70.0
7280,748,48.13,11.580000000000002,0,1944-07-21,0.0
6857,745,54.33,10.15,0,1944-07-18,43.0
6855,745,54.33,10.15,0,1944-07-18,45.0
6795,745,47.65,9.5,0,1944-07-18,60.0
6796,745,54.15,13.769999999999998,0,1944-07-18,41.0
6797,745,54.15,13.769999999999998,0,1944-07-18,0.0
6798,745,54.15,13.769999999999998,0,1944-07-18,40.0
6799,745,54.15,13.769999999999998,0,1944-07-18,45.0
6800,745,54.15,13.769999999999998,0,1944-07-18,40.0
6801,745,54.15,13.769999999999998,0,1944-07-18,50.0
6802,745,54.15,13.769999999999998,0,1944-07-18,45.0
6803,745,54.15,13.769999999999998,0,1944-07-18,44.0
6804,745,54.15,13.769999999999998,0,1944-07-18,40.0
6856,745,54.33,10.15,0,1944-07-18,40.0
8046,758,48.13,11.580000000000002,0,1944-07-31,48.0
6806,745,54.15,13.769999999999998,0,1944-07-18,45.0
6808,745,54.15,13.769999999999998,0,1944-07-18,0.0
6792,745,54.33,10.15,0,1944-07-18,3.0
6790,745,54.15,13.769999999999998,0,1944-07-18,3.0
6809,745,54.15,13.769999999999998,0,1944-07-18,0.0
6810,745,54.15,13.769999999999998,0,1944-07-18,45.0
6811,745,54.15,13.769999999999998,0,1944-07-18,42.0
6794,745,47.65,9.5,0,1944-07-18,53.0
6812,745,54.15,13.769999999999998,0,1944-07-18,45.0
6793,745,47.65,9.5,0,1944-07-18,50.0
6791,745,54.33,10.15,0,1944-07-18,4.0
6774,745,54.15,13.769999999999998,0,1944-07-18,40.0
6775,745,54.15,13.769999999999998,0,1944-07-18,43.0
6776,745,54.15,13.769999999999998,0,1944-07-18,45.0
6777,745,54.15,13.769999999999998,0,1944-07-18,62.0
6778,745,49.18,-0.16999999999999996,0,1944-07-18,0.0
6779,745,49.18,-0.16999999999999996,0,1944-07-18,0.0
6780,745,49.18,-0.16999999999999996,0,1944-07-18,0.0
6781,745,49.18,-0.16999999999999996,0,1944-07-18,0.0
6782,745,49.18,-0.16999999999999996,0,1944-07-18,22.0
6783,745,49.18,-0.16999999999999996,0,1944-07-18,49.0
6784,745,49.08,-0.2499999999999996,0,1944-07-18,65.0
6785,745,49.08,-0.2499999999999996,0,1944-07-18,6.0
6786,745,49.08,-0.2499999999999996,0,1944-07-18,0.0
6787,745,49.08,-0.2499999999999996,0,1944-07-18,0.0
6813,745,54.15,13.769999999999998,0,1944-07-18,40.0
6788,745,49.08,-0.2499999999999996,0,1944-07-18,0.0
6814,745,54.15,13.769999999999998,0,1944-07-18,43.0
6816,745,54.15,13.769999999999998,0,1944-07-18,62.0
6848,745,54.15,13.769999999999998,0,1944-07-18,40.0
6815,745,54.15,13.769999999999998,0,1944-07-18,45.0
6838,745,54.15,13.769999999999998,0,1944-07-18,44.0
6839,745,54.15,13.769999999999998,0,1944-07-18,40.0
6840,745,54.15,13.769999999999998,0,1944-07-18,40.0
6841,745,54.15,13.769999999999998,0,1944-07-18,45.0
6842,745,54.15,13.769999999999998,0,1944-07-18,45.0
6843,745,54.15,13.769999999999998,0,1944-07-18,45.0
6844,745,54.15,13.769999999999998,0,1944-07-18,0.0
6845,745,54.15,13.769999999999998,0,1944-07-18,0.0
6846,745,54.15,13.769999999999998,0,1944-07-18,45.0
6847,745,54.15,13.769999999999998,0,1944-07-18,45.0
6849,745,54.15,13.769999999999998,0,1944-07-18,43.0
7041,746,50.35,7.6,0,1944-07-19,2.0
6850,745,54.15,13.769999999999998,0,1944-07-18,45.0
6851,745,54.15,13.769999999999998,0,1944-07-18,62.0
6852,745,54.15,13.769999999999998,0,1944-07-18,3.0
6853,745,49.07,-0.04999999999999957,0,1944-07-18,0.0
6854,745,54.15,13.769999999999998,0,1944-07-18,42.0
6837,745,54.15,13.769999999999998,0,1944-07-18,45.0
6836,745,54.15,13.769999999999998,0,1944-07-18,50.0
6835,745,54.15,13.769999999999998,0,1944-07-18,40.0
6834,745,54.15,13.769999999999998,0,1944-07-18,45.0
6817,745,49.18,-0.16999999999999996,0,1944-07-18,0.0
6789,745,49.08,-0.2499999999999996,0,1944-07-18,86.0
6818,745,49.18,-0.16999999999999996,0,1944-07-18,0.0
